adm3_en,month,NO2,date
City of Puerto Princesa,2019-04,4.01695669095693E-5,2019-04-01T00:00:00
City of Lucena,2019-04,5.496291013837253E-5,2019-04-01T00:00:00
City of Bacolod,2019-04,5.147402146072398E-5,2019-04-01T00:00:00
City of Iloilo,2019-04,5.303873834600032E-5,2019-04-01T00:00:00
City of Cebu,2019-04,4.656275850211276E-5,2019-04-01T00:00:00
City of Lapu-Lapu,2019-04,4.4663058393404725E-5,2019-04-01T00:00:00
City of Mandaue,2019-04,4.9690962231792814E-5,2019-04-01T00:00:00
City of Cagayan De Oro,2019-05,4.9981623033906694E-5,2019-05-01T00:00:00
City of Iligan,2019-05,5.0285067048166787E-5,2019-05-01T00:00:00
City of Davao,2019-05,4.4084155934475185E-5,2019-05-01T00:00:00
City of General Santos,2019-05,4.298637320460611E-5,2019-05-01T00:00:00
City of Caloocan,2019-05,1.2338614480774301E-4,2019-05-01T00:00:00
City of Makati,2019-05,1.512613894897743E-4,2019-05-01T00:00:00
City of Malabon,2019-05,1.4018329072031135E-4,2019-05-01T00:00:00
City of Mandaluyong,2019-05,1.639292113435423E-4,2019-05-01T00:00:00
City of Manila,2019-05,1.6568122283494002E-4,2019-05-01T00:00:00
City of Marikina,2019-05,1.4909746831653627E-4,2019-05-01T00:00:00
City of Muntinlupa,2019-05,9.759595932745428E-5,2019-05-01T00:00:00
City of Navotas,2019-05,1.315181068324034E-4,2019-05-01T00:00:00
Pasay City,2019-05,1.3928597519997498E-4,2019-05-01T00:00:00
City of Pasig,2019-05,1.4626559546317586E-4,2019-05-01T00:00:00
Quezon City,2019-05,1.4601093747709253E-4,2019-05-01T00:00:00
City of San Juan,2019-05,1.7295843901111394E-4,2019-05-01T00:00:00
City of Taguig,2019-05,1.2487959928669288E-4,2019-05-01T00:00:00
City of Valenzuela,2019-05,1.3187616274979125E-4,2019-05-01T00:00:00
City of Baguio,2019-05,6.887651237270452E-5,2019-05-01T00:00:00
City of Butuan,2019-05,4.409878744837363E-5,2019-05-01T00:00:00
City of Cotabato,2019-05,4.512858290864328E-5,2019-05-01T00:00:00
City of Angeles,2019-05,7.795346632034297E-5,2019-05-01T00:00:00
City of Olongapo,2019-05,6.94569930495402E-5,2019-05-01T00:00:00
Ormoc City,2019-05,4.615438953271823E-5,2019-05-01T00:00:00
City of Tacloban,2019-05,4.882627708538204E-5,2019-05-01T00:00:00
City of Zamboanga,2019-05,4.056651553351865E-5,2019-05-01T00:00:00
City of Isabela,2019-05,4.2107709456691645E-5,2019-05-01T00:00:00
Pateros,2019-05,1.306964589530009E-4,2019-05-01T00:00:00
City of Puerto Princesa,2019-05,4.247724094359873E-5,2019-05-01T00:00:00
City of Lucena,2019-05,7.047409199023592E-5,2019-05-01T00:00:00
City of Bacolod,2019-05,5.7839969345183636E-5,2019-05-01T00:00:00
City of Iloilo,2019-05,6.498010426315228E-5,2019-05-01T00:00:00
City of Cebu,2019-05,7.001641148569666E-5,2019-05-01T00:00:00
City of Lapu-Lapu,2019-05,6.488862583481335E-5,2019-05-01T00:00:00
City of Mandaue,2019-05,7.868851304391341E-5,2019-05-01T00:00:00
City of Cagayan De Oro,2019-06,4.8297431639313886E-5,2019-06-01T00:00:00
City of Iligan,2019-06,4.934278079659256E-5,2019-06-01T00:00:00
City of Davao,2019-06,4.308613268179628E-5,2019-06-01T00:00:00
City of General Santos,2019-06,3.891257307888423E-5,2019-06-01T00:00:00
City of Caloocan,2019-06,1.1435721427685706E-4,2019-06-01T00:00:00
City of Makati,2019-06,1.153750437025506E-4,2019-06-01T00:00:00
City of Malabon,2019-06,1.379793561424548E-4,2019-06-01T00:00:00
City of Mandaluyong,2019-06,1.272535800196742E-4,2019-06-01T00:00:00
City of Manila,2019-06,1.3219499033449068E-4,2019-06-01T00:00:00
City of Marikina,2019-06,1.1422156357383188E-4,2019-06-01T00:00:00
City of Muntinlupa,2019-06,8.6245719758199E-5,2019-06-01T00:00:00
City of Navotas,2019-06,1.3066760392523388E-4,2019-06-01T00:00:00
Pasay City,2019-06,1.1036599761759844E-4,2019-06-01T00:00:00
City of Pasig,2019-06,1.1576561909993707E-4,2019-06-01T00:00:00
Quezon City,2019-06,1.2114529132996832E-4,2019-06-01T00:00:00
City of San Juan,2019-06,1.366260019594867E-4,2019-06-01T00:00:00
City of Taguig,2019-06,1.0518090640450591E-4,2019-06-01T00:00:00
City of Valenzuela,2019-06,1.2739534396290298E-4,2019-06-01T00:00:00
City of Baguio,2019-06,6.202867052933671E-5,2019-06-01T00:00:00
City of Butuan,2019-06,4.275642702757486E-5,2019-06-01T00:00:00
City of Cotabato,2019-06,4.37391243286014E-5,2019-06-01T00:00:00
City of Angeles,2019-06,7.784209054515299E-5,2019-06-01T00:00:00
City of Olongapo,2019-06,6.962890258623106E-5,2019-06-01T00:00:00
Ormoc City,2019-06,4.578424294298093E-5,2019-06-01T00:00:00
City of Tacloban,2019-06,4.7233125430611854E-5,2019-06-01T00:00:00
City of Zamboanga,2019-06,3.9710173762697696E-5,2019-06-01T00:00:00
City of Isabela,2019-06,3.9468364626077015E-5,2019-06-01T00:00:00
Pateros,2019-06,1.1044532231154368E-4,2019-06-01T00:00:00
City of Puerto Princesa,2019-06,4.465266002972111E-5,2019-06-01T00:00:00
City of Lucena,2019-06,6.391729920379122E-5,2019-06-01T00:00:00
City of Bacolod,2019-06,5.475073831083394E-5,2019-06-01T00:00:00
City of Iloilo,2019-06,5.803900202582327E-5,2019-06-01T00:00:00
City of Cebu,2019-06,5.996968408688736E-5,2019-06-01T00:00:00
City of Lapu-Lapu,2019-06,6.013634123596754E-5,2019-06-01T00:00:00
City of Mandaue,2019-06,6.927662490128238E-5,2019-06-01T00:00:00
City of Cagayan De Oro,2019-07,4.568684898803362E-5,2019-07-01T00:00:00
City of Iligan,2019-07,4.488599378719385E-5,2019-07-01T00:00:00
City of Davao,2019-07,4.3683408921324856E-5,2019-07-01T00:00:00
City of General Santos,2019-07,3.9228341782962336E-5,2019-07-01T00:00:00
City of Caloocan,2019-07,9.973137330957069E-5,2019-07-01T00:00:00
City of Makati,2019-07,1.2235724643064197E-4,2019-07-01T00:00:00
City of Malabon,2019-07,1.0905957181728661E-4,2019-07-01T00:00:00
City of Mandaluyong,2019-07,1.3096587248815386E-4,2019-07-01T00:00:00
City of Manila,2019-07,1.2309923212853666E-4,2019-07-01T00:00:00
City of Marikina,2019-07,1.2021002830157987E-4,2019-07-01T00:00:00
City of Muntinlupa,2019-07,8.711629495948636E-5,2019-07-01T00:00:00
City of Navotas,2019-07,1.0153785241714386E-4,2019-07-01T00:00:00
Pasay City,2019-07,1.0858589182460722E-4,2019-07-01T00:00:00
City of Pasig,2019-07,1.2626017845262266E-4,2019-07-01T00:00:00
Quezon City,2019-07,1.1486094009865429E-4,2019-07-01T00:00:00
City of San Juan,2019-07,1.3173415048787322E-4,2019-07-01T00:00:00
City of Taguig,2019-07,1.1198299651597006E-4,2019-07-01T00:00:00
City of Valenzuela,2019-07,1.0469629459300864E-4,2019-07-01T00:00:00
City of Baguio,2019-07,5.864375305629989E-5,2019-07-01T00:00:00
City of Butuan,2019-07,4.1714507892281957E-5,2019-07-01T00:00:00
City of Cotabato,2019-07,4.4152790494548515E-5,2019-07-01T00:00:00
City of Angeles,2019-07,6.903901873872837E-5,2019-07-01T00:00:00
City of Olongapo,2019-07,5.680964666385671E-5,2019-07-01T00:00:00
Ormoc City,2019-07,4.5437938360207664E-5,2019-07-01T00:00:00
City of Tacloban,2019-07,4.553746540560686E-5,2019-07-01T00:00:00
City of Zamboanga,2019-07,3.8867051443459904E-5,2019-07-01T00:00:00
City of Isabela,2019-07,4.012306501365566E-5,2019-07-01T00:00:00
Pateros,2019-07,1.1881579252734577E-4,2019-07-01T00:00:00
City of Puerto Princesa,2019-07,4.212080970805317E-5,2019-07-01T00:00:00
City of Lucena,2019-07,6.297401716414787E-5,2019-07-01T00:00:00
City of Bacolod,2019-07,4.91931158445623E-5,2019-07-01T00:00:00
City of Iloilo,2019-07,5.259960083358972E-5,2019-07-01T00:00:00
City of Cebu,2019-07,5.332875946805207E-5,2019-07-01T00:00:00
City of Lapu-Lapu,2019-07,5.168230392583189E-5,2019-07-01T00:00:00
City of Mandaue,2019-07,6.184675413021241E-5,2019-07-01T00:00:00
City of Cagayan De Oro,2019-08,4.1044326449223524E-5,2019-08-01T00:00:00
City of Iligan,2019-08,4.2135757496464164E-5,2019-08-01T00:00:00
City of Davao,2019-08,3.974767738138365E-5,2019-08-01T00:00:00
City of General Santos,2019-08,3.632838688068325E-5,2019-08-01T00:00:00
City of Caloocan,2019-08,6.873383989247948E-5,2019-08-01T00:00:00
City of Makati,2019-08,7.37574413449669E-5,2019-08-01T00:00:00
City of Malabon,2019-08,6.955849524118697E-5,2019-08-01T00:00:00
City of Mandaluyong,2019-08,7.618551976134687E-5,2019-08-01T00:00:00
City of Manila,2019-08,7.670708712368444E-5,2019-08-01T00:00:00
City of Marikina,2019-08,7.880521398503821E-5,2019-08-01T00:00:00
City of Muntinlupa,2019-08,6.887042242484815E-5,2019-08-01T00:00:00
City of Navotas,2019-08,6.832721124022236E-5,2019-08-01T00:00:00
Pasay City,2019-08,7.145336069520508E-5,2019-08-01T00:00:00
City of Pasig,2019-08,7.775673138423214E-5,2019-08-01T00:00:00
Quezon City,2019-08,7.570996143130236E-5,2019-08-01T00:00:00
City of San Juan,2019-08,7.868017436852717E-5,2019-08-01T00:00:00
City of Taguig,2019-08,7.559107575929203E-5,2019-08-01T00:00:00
City of Valenzuela,2019-08,6.95225531261517E-5,2019-08-01T00:00:00
City of Baguio,2019-08,5.4518988223155395E-5,2019-08-01T00:00:00
City of Butuan,2019-08,4.127602184152344E-5,2019-08-01T00:00:00
City of Cotabato,2019-08,3.8226359412169666E-5,2019-08-01T00:00:00
City of Angeles,2019-08,5.6928638096334954E-5,2019-08-01T00:00:00
City of Olongapo,2019-08,,2019-08-01T00:00:00
Ormoc City,2019-08,4.386915021972705E-5,2019-08-01T00:00:00
City of Tacloban,2019-08,4.4887433719267714E-5,2019-08-01T00:00:00
City of Zamboanga,2019-08,3.5784079189386895E-5,2019-08-01T00:00:00
City of Isabela,2019-08,3.7913323827917194E-5,2019-08-01T00:00:00
Pateros,2019-08,7.62663179157266E-5,2019-08-01T00:00:00
City of Puerto Princesa,2019-08,3.8900756562444546E-5,2019-08-01T00:00:00
City of Lucena,2019-08,5.524965671752476E-5,2019-08-01T00:00:00
City of Bacolod,2019-08,4.668759965538649E-5,2019-08-01T00:00:00
City of Iloilo,2019-08,4.619502215782203E-5,2019-08-01T00:00:00
City of Cebu,2019-08,4.9736400347848256E-5,2019-08-01T00:00:00
City of Lapu-Lapu,2019-08,5.3103686075080065E-5,2019-08-01T00:00:00
City of Mandaue,2019-08,5.741581287702645E-5,2019-08-01T00:00:00
City of Cagayan De Oro,2019-09,4.186524959169479E-5,2019-09-01T00:00:00
City of Iligan,2019-09,4.226723031812915E-5,2019-09-01T00:00:00
City of Davao,2019-09,3.780269826101421E-5,2019-09-01T00:00:00
City of General Santos,2019-09,3.630595888328447E-5,2019-09-01T00:00:00
City of Caloocan,2019-09,8.08962641295315E-5,2019-09-01T00:00:00
City of Makati,2019-09,9.900595642216554E-5,2019-09-01T00:00:00
City of Malabon,2019-09,8.817266206308259E-5,2019-09-01T00:00:00
City of Mandaluyong,2019-09,1.0455327948401704E-4,2019-09-01T00:00:00
City of Manila,2019-09,1.0410817726434265E-4,2019-09-01T00:00:00
City of Marikina,2019-09,9.231089785934467E-5,2019-09-01T00:00:00
City of Muntinlupa,2019-09,6.89580489876718E-5,2019-09-01T00:00:00
City of Navotas,2019-09,8.335699561095199E-5,2019-09-01T00:00:00
Pasay City,2019-09,9.623643729865068E-5,2019-09-01T00:00:00
City of Pasig,2019-09,9.622293279746017E-5,2019-09-01T00:00:00
Quezon City,2019-09,9.038349560277448E-5,2019-09-01T00:00:00
City of San Juan,2019-09,1.0587062553597926E-4,2019-09-01T00:00:00
City of Taguig,2019-09,8.803512173290978E-5,2019-09-01T00:00:00
City of Valenzuela,2019-09,8.41372028283636E-5,2019-09-01T00:00:00
City of Baguio,2019-09,5.3387580305063275E-5,2019-09-01T00:00:00
City of Butuan,2019-09,3.6068611090331136E-5,2019-09-01T00:00:00
City of Cotabato,2019-09,3.7402305045900085E-5,2019-09-01T00:00:00
City of Angeles,2019-09,5.626001299413154E-5,2019-09-01T00:00:00
City of Olongapo,2019-09,4.966136063625909E-5,2019-09-01T00:00:00
Ormoc City,2019-09,3.915634446275099E-5,2019-09-01T00:00:00
City of Tacloban,2019-09,3.969756582812734E-5,2019-09-01T00:00:00
City of Zamboanga,2019-09,3.564750724924452E-5,2019-09-01T00:00:00
City of Isabela,2019-09,3.730138407264406E-5,2019-09-01T00:00:00
Pateros,2019-09,9.260117468084978E-5,2019-09-01T00:00:00
City of Puerto Princesa,2019-09,3.7704019181765534E-5,2019-09-01T00:00:00
City of Lucena,2019-09,5.282632164794763E-5,2019-09-01T00:00:00
City of Bacolod,2019-09,4.469039041767945E-5,2019-09-01T00:00:00
City of Iloilo,2019-09,4.6338910027023175E-5,2019-09-01T00:00:00
City of Cebu,2019-09,4.7516335274994674E-5,2019-09-01T00:00:00
City of Lapu-Lapu,2019-09,4.595028055202002E-5,2019-09-01T00:00:00
City of Mandaue,2019-09,5.2525971010470085E-5,2019-09-01T00:00:00
City of Cagayan De Oro,2019-10,4.232081938916009E-5,2019-10-01T00:00:00
City of Iligan,2019-10,4.117884639215955E-5,2019-10-01T00:00:00
City of Davao,2019-10,3.789353149976244E-5,2019-10-01T00:00:00
City of General Santos,2019-10,3.316683148134991E-5,2019-10-01T00:00:00
City of Caloocan,2019-10,8.311793695269594E-5,2019-10-01T00:00:00
City of Makati,2019-10,1.0447826079807205E-4,2019-10-01T00:00:00
City of Malabon,2019-10,9.841490301221017E-5,2019-10-01T00:00:00
City of Mandaluyong,2019-10,1.1229633526687726E-4,2019-10-01T00:00:00
City of Manila,2019-10,1.2113908762512315E-4,2019-10-01T00:00:00
City of Marikina,2019-10,8.718284762679173E-5,2019-10-01T00:00:00
City of Muntinlupa,2019-10,6.5014710105542E-5,2019-10-01T00:00:00
City of Navotas,2019-10,9.426685834425895E-5,2019-10-01T00:00:00
Pasay City,2019-10,1.0298576126729079E-4,2019-10-01T00:00:00
City of Pasig,2019-10,9.33089862142087E-5,2019-10-01T00:00:00
Quezon City,2019-10,9.652656694834072E-5,2019-10-01T00:00:00
City of San Juan,2019-10,1.1910310594150832E-4,2019-10-01T00:00:00
City of Taguig,2019-10,8.535037207992971E-5,2019-10-01T00:00:00
City of Valenzuela,2019-10,8.849249956693709E-5,2019-10-01T00:00:00
City of Baguio,2019-10,5.161447455880947E-5,2019-10-01T00:00:00
City of Butuan,2019-10,3.660795211443891E-5,2019-10-01T00:00:00
City of Cotabato,2019-10,3.8364209529774296E-5,2019-10-01T00:00:00
City of Angeles,2019-10,5.7259371414018365E-5,2019-10-01T00:00:00
City of Olongapo,2019-10,4.9108150263864385E-5,2019-10-01T00:00:00
Ormoc City,2019-10,3.5076001861633976E-5,2019-10-01T00:00:00
City of Tacloban,2019-10,3.574488057667451E-5,2019-10-01T00:00:00
City of Zamboanga,2019-10,3.4521880941116194E-5,2019-10-01T00:00:00
City of Isabela,2019-10,3.6774814971481756E-5,2019-10-01T00:00:00
Pateros,2019-10,9.162178725778986E-5,2019-10-01T00:00:00
City of Puerto Princesa,2019-10,3.4730154940577297E-5,2019-10-01T00:00:00
City of Lucena,2019-10,5.055812773324102E-5,2019-10-01T00:00:00
City of Bacolod,2019-10,4.7334211257979885E-5,2019-10-01T00:00:00
City of Iloilo,2019-10,5.228206772172564E-5,2019-10-01T00:00:00
City of Cebu,2019-10,5.043711669187073E-5,2019-10-01T00:00:00
City of Lapu-Lapu,2019-10,4.973700084794545E-5,2019-10-01T00:00:00
City of Mandaue,2019-10,5.527094109668968E-5,2019-10-01T00:00:00
City of Cagayan De Oro,2019-11,3.709300158739374E-5,2019-11-01T00:00:00
City of Iligan,2019-11,3.921968577771664E-5,2019-11-01T00:00:00
City of Davao,2019-11,3.772931519205798E-5,2019-11-01T00:00:00
City of General Santos,2019-11,3.5925932859400166E-5,2019-11-01T00:00:00
City of Caloocan,2019-11,8.463964133277557E-5,2019-11-01T00:00:00
City of Makati,2019-11,1.088662391574641E-4,2019-11-01T00:00:00
City of Malabon,2019-11,9.880295564003982E-5,2019-11-01T00:00:00
City of Mandaluyong,2019-11,1.1052097127613923E-4,2019-11-01T00:00:00
City of Manila,2019-11,1.1696860279566704E-4,2019-11-01T00:00:00
City of Marikina,2019-11,8.564980072904286E-5,2019-11-01T00:00:00
City of Muntinlupa,2019-11,9.121298133215213E-5,2019-11-01T00:00:00
City of Navotas,2019-11,9.52336527648258E-5,2019-11-01T00:00:00
Pasay City,2019-11,1.0736003802752785E-4,2019-11-01T00:00:00
City of Pasig,2019-11,1.0204946009993448E-4,2019-11-01T00:00:00
Quezon City,2019-11,9.07590848203881E-5,2019-11-01T00:00:00
City of San Juan,2019-11,1.1347828496340174E-4,2019-11-01T00:00:00
City of Taguig,2019-11,1.0710337365301732E-4,2019-11-01T00:00:00
City of Valenzuela,2019-11,9.017284564156319E-5,2019-11-01T00:00:00
City of Baguio,2019-11,5.177872110181477E-5,2019-11-01T00:00:00
City of Butuan,2019-11,3.516538701392687E-5,2019-11-01T00:00:00
City of Cotabato,2019-11,3.7114010515143034E-5,2019-11-01T00:00:00
City of Angeles,2019-11,6.0548738270016894E-5,2019-11-01T00:00:00
City of Olongapo,2019-11,4.961377550019599E-5,2019-11-01T00:00:00
Ormoc City,2019-11,3.412315182744577E-5,2019-11-01T00:00:00
City of Tacloban,2019-11,3.66066480213263E-5,2019-11-01T00:00:00
City of Zamboanga,2019-11,3.4265566176561205E-5,2019-11-01T00:00:00
City of Isabela,2019-11,3.6506350287438926E-5,2019-11-01T00:00:00
Pateros,2019-11,1.0662957702945632E-4,2019-11-01T00:00:00
City of Puerto Princesa,2019-11,3.502950494793495E-5,2019-11-01T00:00:00
City of Lucena,2019-11,4.590604561134809E-5,2019-11-01T00:00:00
City of Bacolod,2019-11,4.105706835714772E-5,2019-11-01T00:00:00
City of Iloilo,2019-11,3.9839180566963355E-5,2019-11-01T00:00:00
City of Cebu,2019-11,4.3796812978527345E-5,2019-11-01T00:00:00
City of Lapu-Lapu,2019-11,4.6466880371697924E-5,2019-11-01T00:00:00
City of Mandaue,2019-11,5.399013238702891E-5,2019-11-01T00:00:00
City of Cagayan De Oro,2019-12,3.701849804488179E-5,2019-12-01T00:00:00
City of Iligan,2019-12,3.7382706323100305E-5,2019-12-01T00:00:00
City of Davao,2019-12,3.4413652134884306E-5,2019-12-01T00:00:00
City of General Santos,2019-12,3.5325948805958807E-5,2019-12-01T00:00:00
City of Caloocan,2019-12,6.661750170928073E-5,2019-12-01T00:00:00
City of Makati,2019-12,1.0131476839885304E-4,2019-12-01T00:00:00
City of Malabon,2019-12,8.940932654658983E-5,2019-12-01T00:00:00
City of Mandaluyong,2019-12,1.0428331460917732E-4,2019-12-01T00:00:00
City of Manila,2019-12,1.0904584271719428E-4,2019-12-01T00:00:00
City of Marikina,2019-12,7.309858343578704E-5,2019-12-01T00:00:00
City of Muntinlupa,2019-12,5.756435232956786E-5,2019-12-01T00:00:00
City of Navotas,2019-12,8.939953378973762E-5,2019-12-01T00:00:00
Pasay City,2019-12,1.0382880774465706E-4,2019-12-01T00:00:00
City of Pasig,2019-12,9.317046051623481E-5,2019-12-01T00:00:00
Quezon City,2019-12,7.558090329426918E-5,2019-12-01T00:00:00
City of San Juan,2019-12,1.0426814518008909E-4,2019-12-01T00:00:00
City of Taguig,2019-12,8.077952954352648E-5,2019-12-01T00:00:00
City of Valenzuela,2019-12,7.596802824541294E-5,2019-12-01T00:00:00
City of Baguio,2019-12,4.610310105916652E-5,2019-12-01T00:00:00
City of Butuan,2019-12,3.430903615899271E-5,2019-12-01T00:00:00
City of Cotabato,2019-12,3.709265923038463E-5,2019-12-01T00:00:00
City of Angeles,2019-12,4.848271156000334E-5,2019-12-01T00:00:00
City of Olongapo,2019-12,4.676485167257285E-5,2019-12-01T00:00:00
Ormoc City,2019-12,3.4258675650426005E-5,2019-12-01T00:00:00
City of Tacloban,2019-12,3.338547835866495E-5,2019-12-01T00:00:00
City of Zamboanga,2019-12,3.5076451815433144E-5,2019-12-01T00:00:00
City of Isabela,2019-12,3.663128497225934E-5,2019-12-01T00:00:00
Pateros,2019-12,8.398923572724505E-5,2019-12-01T00:00:00
City of Puerto Princesa,2019-12,3.3320331001724706E-5,2019-12-01T00:00:00
City of Lucena,2019-12,4.040572957744955E-5,2019-12-01T00:00:00
City of Bacolod,2019-12,4.049060124885759E-5,2019-12-01T00:00:00
City of Iloilo,2019-12,4.117207461568627E-5,2019-12-01T00:00:00
City of Cebu,2019-12,4.323075028685767E-5,2019-12-01T00:00:00
City of Lapu-Lapu,2019-12,4.1794338783175484E-5,2019-12-01T00:00:00
City of Mandaue,2019-12,4.82440481426775E-5,2019-12-01T00:00:00
City of Cagayan De Oro,2020-01,3.8876903169714986E-5,2020-01-01T00:00:00
City of Iligan,2020-01,3.71983240546151E-5,2020-01-01T00:00:00
City of Davao,2020-01,3.2482914386795005E-5,2020-01-01T00:00:00
City of General Santos,2020-01,3.3037524062267265E-5,2020-01-01T00:00:00
City of Caloocan,2020-01,8.646095034766758E-5,2020-01-01T00:00:00
City of Makati,2020-01,1.119387474533101E-4,2020-01-01T00:00:00
City of Malabon,2020-01,1.096216140625016E-4,2020-01-01T00:00:00
City of Mandaluyong,2020-01,1.1751715590582846E-4,2020-01-01T00:00:00
City of Manila,2020-01,1.3421937226549294E-4,2020-01-01T00:00:00
City of Marikina,2020-01,8.990177953154995E-5,2020-01-01T00:00:00
City of Muntinlupa,2020-01,6.726429220680888E-5,2020-01-01T00:00:00
City of Navotas,2020-01,1.0283597101964571E-4,2020-01-01T00:00:00
Pasay City,2020-01,1.1012291942619731E-4,2020-01-01T00:00:00
City of Pasig,2020-01,9.609191274908786E-5,2020-01-01T00:00:00
Quezon City,2020-01,9.869082648756984E-5,2020-01-01T00:00:00
City of San Juan,2020-01,1.2804013305669647E-4,2020-01-01T00:00:00
City of Taguig,2020-01,8.351242017861497E-5,2020-01-01T00:00:00
City of Valenzuela,2020-01,9.160837090486301E-5,2020-01-01T00:00:00
City of Baguio,2020-01,4.978669572487062E-5,2020-01-01T00:00:00
City of Butuan,2020-01,3.0763727542323014E-5,2020-01-01T00:00:00
City of Cotabato,2020-01,3.7886620227286735E-5,2020-01-01T00:00:00
City of Angeles,2020-01,5.144051418216039E-5,2020-01-01T00:00:00
City of Olongapo,2020-01,4.5478727384126436E-5,2020-01-01T00:00:00
Ormoc City,2020-01,3.2285093055685695E-5,2020-01-01T00:00:00
